Date,Open,High,Low,Close,Adj Close,Volume
11-01-07,3.422857,3.507143,3.411429,3.462857,3.462857,9130100
12-01-07,3.408571,3.411429,3.241429,3.244286,3.244286,22171100
16-01-07,3.464286,3.485714,3.242857,3.248571,3.248571,30134300
17-01-07,3.260000,3.292857,3.234286,3.261429,3.261429,15204000
18-01-07,3.251429,3.282857,3.167143,3.178571,3.178571,11298700
19-01-07,3.174286,3.260000,3.171429,3.222857,3.222857,12152000
22-01-07,3.264286,3.281429,3.114286,3.128572,3.128572,18595500
23-01-07,3.114286,3.190000,3.100000,3.108572,3.108572,20239100
24-01-07,3.128572,3.285714,3.042857,3.250000,3.250000,44220400
25-01-07,3.415714,3.464286,3.245714,3.321429,3.321429,64389500
26-01-07,3.365714,3.371428,3.250000,3.307143,3.307143,13869800
29-01-07,3.180000,3.251429,3.151428,3.221429,3.221429,21761600
30-01-07,3.234286,3.280000,3.221429,3.275714,3.275714,8789200
31-01-07,3.254286,3.304286,3.242857,3.258571,3.258571,10256400
01-02-07,3.268571,3.300000,3.235714,3.247143,3.247143,7888300
02-02-07,3.250000,3.297143,3.242857,3.262857,3.262857,9864400
05-02-07,3.285714,3.285714,3.220000,3.228571,3.228571,5572700
06-02-07,3.214286,3.238571,3.165714,3.188571,3.188571,15805300
07-02-07,3.178571,3.294286,3.175714,3.271429,3.271429,11223800
08-02-07,3.354286,3.404286,3.301429,3.392857,3.392857,19541900
09-02-07,3.397143,3.397143,3.297143,3.301429,3.301429,7865200
12-02-07,3.290000,3.352857,3.284286,3.304286,3.304286,7119700
13-02-07,3.318571,3.321429,3.261429,3.271429,3.271429,4841900
14-02-07,3.271429,3.312857,3.171429,3.228571,3.228571,36174600
15-02-07,3.211429,3.242857,3.201429,3.214286,3.214286,8286600
16-02-07,3.217143,3.272857,3.197143,3.267143,3.267143,10532900
20-02-07,3.278571,3.371428,3.275714,3.358572,3.358572,12290600
21-02-07,3.360000,3.365714,3.317143,3.341429,3.341429,64801800
22-02-07,3.345714,3.411429,3.345714,3.392857,3.392857,8782900
23-02-07,3.394286,3.407143,3.357143,3.361428,3.361428,8375500
26-02-07,3.387143,3.402857,3.071429,3.304286,3.304286,6216700
27-02-07,3.252857,3.264286,3.157143,3.157143,3.157143,12520200
28-02-07,3.158571,3.272857,3.155714,3.218571,3.218571,8883000
01-03-07,3.194286,3.291429,3.157143,3.261429,3.261429,12429200
02-03-07,3.261429,3.285714,3.181429,3.184286,3.184286,8073100
05-03-07,3.144286,3.165714,3.007143,3.008571,3.008571,17101000
06-03-07,3.035714,3.130000,2.987143,3.062857,3.062857,14133000
07-03-07,3.071429,3.085714,3.010000,3.025714,3.025714,8599500
08-03-07,3.030000,3.090000,3.030000,3.034286,3.034286,6320300
09-03-07,3.071429,3.071429,2.981429,3.008571,3.008571,6686400
12-03-07,3.000000,3.030000,2.957143,3.011429,3.011429,6709500
13-03-07,3.000000,3.022857,2.928571,2.935714,2.935714,9384200
14-03-07,2.930000,3.021429,2.900000,3.015714,3.015714,8215900
15-03-07,3.024286,3.050000,2.984286,3.022857,3.022857,6435800
16-03-07,3.021429,3.031429,2.967143,3.002857,3.002857,6666100
19-03-07,3.015714,3.071429,3.011429,3.051429,3.051429,5712000
20-03-07,3.052857,3.255714,3.048571,3.211429,3.211429,15969100
21-03-07,3.221429,3.330000,3.168571,3.292857,3.292857,15977500
22-03-07,3.285714,3.322857,3.258571,3.300000,3.300000,5699400
23-03-07,3.285714,3.397143,3.275714,3.390000,3.390000,10215800
26-03-07,3.392857,3.400000,3.281429,3.322857,3.322857,7420700
27-03-07,3.332857,3.385714,3.320000,3.368572,3.368572,9218300
28-03-07,3.374286,3.374286,3.295714,3.340000,3.340000,5481700
29-03-07,3.344286,3.374286,3.268571,3.350000,3.350000,6681500
30-03-07,3.344286,3.407143,3.300000,3.312857,3.312857,5320700
02-04-07,3.328571,3.390000,3.312857,3.354286,3.354286,7243600
03-04-07,3.365714,3.445714,3.358572,3.397143,3.397143,8878100
04-04-07,3.411429,3.518571,3.338571,3.504286,3.504286,14124600
05-04-07,3.491429,3.497143,3.440000,3.457143,3.457143,5451600
09-04-07,3.461429,3.508571,3.461429,3.477143,3.477143,4174800
10-04-07,3.497143,3.570000,3.497143,3.551429,3.551429,8075200
11-04-07,3.531429,3.535714,3.475714,3.514286,3.514286,6979000
12-04-07,3.492857,3.557143,3.451429,3.514286,3.514286,5466300
13-04-07,3.510000,3.522857,3.485714,3.514286,3.514286,3591000
16-04-07,3.528571,3.542857,3.491429,3.502857,3.502857,4580100
17-04-07,3.514286,3.514286,3.405714,3.422857,3.422857,12124700
18-04-07,3.028571,3.184286,2.982857,3.100000,3.100000,54943000
19-04-07,3.018571,3.072857,2.997143,3.072857,3.072857,28145600
20-04-07,3.142857,3.164286,3.111428,3.157143,3.157143,12862500
23-04-07,3.147143,3.154286,3.091429,3.104286,3.104286,13811700
24-04-07,3.107143,3.121428,3.051429,3.088571,3.088571,8918000
25-04-07,3.101429,3.161429,3.054286,3.080000,3.080000,8402800
26-04-07,3.071429,3.180000,3.071429,3.161429,3.161429,9762200
27-04-07,3.171429,3.182857,3.132857,3.172857,3.172857,5637800
30-04-07,3.171429,3.181429,3.138572,3.167143,3.167143,9247700
01-05-07,3.161429,3.184286,3.117143,3.164286,3.164286,9521400
02-05-07,3.131428,3.277143,3.127143,3.158571,3.158571,18639600
03-05-07,3.147143,3.252857,3.141428,3.184286,3.184286,13815900
04-05-07,3.221429,3.224286,3.142857,3.165714,3.165714,6577900
07-05-07,3.165714,3.191429,3.162857,3.174286,3.174286,4162200
08-05-07,3.155714,3.202857,3.128572,3.162857,3.162857,5741400
09-05-07,3.144286,3.177143,3.137143,3.158571,3.158571,3988600
10-05-07,3.144286,3.158571,3.117143,3.130000,3.130000,7143500
11-05-07,3.108572,3.157143,3.091429,3.151428,3.151428,4809000
14-05-07,3.144286,3.157143,3.102857,3.137143,3.137143,4454100
15-05-07,3.134286,3.148571,3.088571,3.107143,3.107143,4726400
16-05-07,3.108572,3.141428,3.031429,3.102857,3.102857,5036500
17-05-07,3.081429,3.140000,3.074286,3.117143,3.117143,5142200
18-05-07,3.121428,3.144286,3.101429,3.134286,3.134286,4446400
21-05-07,3.130000,3.234286,3.122857,3.214286,3.214286,6663300
22-05-07,3.208571,3.301429,3.182857,3.285714,3.285714,7024500
23-05-07,3.284286,3.350000,3.257143,3.312857,3.312857,12280800
24-05-07,3.295714,3.347143,3.198571,3.220000,3.220000,6400800
25-05-07,3.230000,3.260000,3.201429,3.217143,3.217143,5974500
29-05-07,3.151428,3.157143,3.048571,3.121428,3.121428,11567500
30-05-07,3.092857,3.154286,3.081429,3.151428,3.151428,7326200
31-05-07,3.142857,3.182857,3.124286,3.128572,3.128572,7028000
01-06-07,3.120000,3.182857,3.050000,3.081429,3.081429,8029700
04-06-07,3.055714,3.090000,3.050000,3.068571,3.068571,5546100
05-06-07,3.052857,3.088571,3.030000,3.055714,3.055714,5884900
06-06-07,3.048571,3.254286,3.044286,3.228571,3.228571,33418000
07-06-07,3.257143,3.712857,3.254286,3.418571,3.418571,59103100
08-06-07,3.428571,3.442857,3.291429,3.347143,3.347143,14037800
11-06-07,3.178571,3.235714,3.115714,3.132857,3.132857,18034800
12-06-07,3.002857,3.044286,2.841429,2.868572,2.868572,40176500
